"Observation.Number"	"dist_cod"	"county"	"district"	"gr_span"	"enrl_tot"	"teachers"	"calw_pct"	"meal_pct"	"computer"	"testscr"	"expn_stu"	"avginc"	"el_pct"	"read_scr"	"math_scr"	"str"	"str2"	"csr"	"above_dummy"
"118"	118	68395	"San Diego"	"South Bay Union Elementary"	"KK-06"	10218	508.75	17.42020035	70.80639648	1435	641.4499512	5518.702148	10.6024704	41.13329315	638.5999756	644.2999878	20.0845208845209	0.14043844196516	0.14043844196516	0
"119"	119	69914	"Shasta"	"Cascade Union Elementary"	"KK-08"	1735	87.13999939	47.2621994	75.50430298	222	641.5499878	5609.487793	10.52299976	1.383285284	640.7999878	642.2999878	19.9104890078655	0.127953890489914	0.127953890489914	0
"120"	120	71969	"Tulare"	"Kings River Union Elementary"	"KK-08"	474	26.61000061	20.67510033	82.06749725	96	641.8000488	4945.031738	11.23799992	35.44303894	638.9000244	644.7000122	17.8128519028245	0.20253164556962	0.20253164556962	0
"121"	121	71548	"Tehama"	"Gerber Union Elementary"	"KK-08"	544	30	20.55050087	74.86239624	145	642.1999512	5223.025391	10.05599976	8.639705658	641.7999878	642.5999756	18.1333333333333	0.266544117647059	0.266544117647059	0
"122"	122	71910	"Tulare"	"Exeter Union Elementary"	"KK-08"	1987	103.3700027	15.28120041	54.65409851	283	642.2000122	4757.025391	11.18299961	15.34977436	637	647.4000244	19.2222109712686	0.142425767488676	0.142425767488676	0
"123"	123	62000	"Fresno"	"American Union Elementary"	"KK-08"	418	22.39999962	10.69649982	63.43280029	50	642.4000244	5522.161621	7.385000229	19.85645866	640.2000122	644.5999756	18.66071460228	0.119617224880383	0.119617224880383	0
"124"	124	66167	"Monterey"	"San Antonio Union Elementary"	"KK-08"	196	10	19.68910027	47.15029907	40	642.75	6087.608887	13.57900047	3.061224461	652.5999756	632.9000244	19.6	0.204081632653061	0.204081632653061	0
"125"	125	71837	"Tulare"	"Burton Elementary"	"KK-08"	2208	114.5	14.41399956	53.21060181	92	643.0499878	4960.515625	9.630000114	9.873188019	642	644.0999756	19.2838427947598	0.0416666666666667	0.0416666666666667	0
"126"	126	67157	"Riverside"	"Nuview Union Elementary"	"KK-08"	1255	55	11.32219982	44.25970078	165	643.1999512	4880.040527	15.27400017	16.09561729	642.5999756	643.7999878	22.8181818181818	0.131474103585657	0.131474103585657	0
"127"	127	70615	"Sonoma"	"Bellevue Union Elementary"	"KK-06"	1469	78.09999847	20.96660042	80.25869751	65	643.25	6538.417969	14.03425026	43.49897766	639.4000244	647.0999756	18.8092193185417	0.0442477876106195	0.0442477876106195	0
"128"	128	64550	"Los Angeles"	"Garvey Elementary"	"KK-08"	7114	332.8399963	34.59420013	82.57219696	680	643.4000244	4925.659668	10.23966694	45.03795242	638.9000244	647.9000244	21.3736332144046	0.0955861681192016	0.0955861681192016	0
"129"	129	71498	"Tehama"	"Corning Union Elementary"	"KK-08"	1962	98	24.4151001	67.75180054	170	643.4000244	5204.6875	9.484999657	18.19571877	641.7000122	645.0999756	20.0204081632653	0.0866462793068298	0.0866462793068298	0
"130"	130	68916	"San Mateo"	"Jefferson Elementary"	"KK-08"	7761	361	6.49119997	44.47660065	658	643.5	4907.410645	15.0298748	15.48769474	644.2000122	642.7999878	21.4986149584488	0.0847828888029893	0.0847828888029893	0
"131"	131	70185	"Siskiyou"	"Big Springs Union Elementary"	"KK-08"	216	14	9.416999817	48.87889862	47	643.5	5923.45166	9.781000137	0.92592591	652.7000122	634.2999878	15.4285714285714	0.217592592592593	0.217592592592593	0
"132"	132	63487	"Kern"	"General Shafter Elementary"	"KK-08"	224	10	7.14289999	58.03570175	31	643.6999512	4741.957031	13.19200039	7.589285851	633.5999756	653.7999878	22.4	0.138392857142857	0.138392857142857	0
"133"	133	71308	"Stanislaus"	"Turlock Joint Elementary"	"KK-08"	7887	391.8599854	16.40239906	57.07220078	1004	643.7000122	4954.019531	12.2159996	29.08583832	645.7000122	641.7000122	20.1270869541557	0.127298085457081	0.127298085457081	0
"134"	134	72421	"Tuolumne"	"Twain Harte-Long Barn Union Elementary"	"KK-08"	752	39.5	11.71049976	34.07889938	0	644.1999512	5500.10791	14.07600021	0.132978722	652.2999878	636.0999756	19.0379746835443	0	0	0
"135"	135	69005	"San Mateo"	"Redwood City Elementary"	"KK-08"	9328	537.8800049	7.487500191	39.03680038	1719	644.2000122	5360.51709	25.4873333	50.85763168	644.5	643.9000244	17.3421579441947	0.184283876500858	0.184283876500858	0
"136"	136	61846	"El Dorado"	"Camino Union Elementary"	"KK-08"	548	32.20000076	7.664199829	31.38689995	35	644.4000244	5685.63916	14.86699963	11.49635029	652.0999756	636.7000122	17.0186331386906	0.0638686131386861	0.0638686131386861	0
"137"	137	65813	"Merced"	"Plainsburg Union Elementary"	"KK-08"	104	5	32.38100052	49.5237999	19	644.4500122	5594.196289	9.972000122	13.46153927	649.5	639.4000244	20.8	0.182692307692308	0.182692307692308	0
"138"	138	68486	"San Joaquin"	"Banta Elementary"	"KK-08"	275	13	12.72729969	45.81819916	4	644.4500122	4692.566895	14.57800007	4.727272511	643.2000122	645.7000122	21.1538461538462	0.0145454545454545	0.0145454545454545	0
"139"	139	62513	"Fresno"	"Washington Colony Elementary"	"KK-08"	443	24	14.22119999	69.97740173	52	644.5	5085.40625	7.385000229	21.44469452	644.2999878	644.7000122	18.4583333333333	0.117381489841986	0.117381489841986	0
"140"	140	67405	"Sacramento"	"Rio Linda Union Elementary"	"KK-06"	10337	540.0499878	37.22689819	58.54539871	1268	644.5499878	5456.197266	12.34300041	12.35368061	646	643.0999756	19.1408207268179	0.122666150720712	0.122666150720712	0
"141"	141	71050	"Stanislaus"	"Chatom Union Elementary"	"KK-08"	806	41.52999878	7.178800106	56.67509842	36	644.6999512	5105.179688	12.43133259	30.14888382	645.2999878	644.0999756	19.4076576854645	0.0446650124069479	0.0446650124069479	0
"142"	142	73726	"Merced"	"Merced River Union Elementary"	"KK-08"	227	11.60000038	18.06170082	59.03079987	25	644.9500122	5519.677246	14.90600014	15.85902977	649.7000122	640.2000122	19.5689648761891	0.110132158590308	0.110132158590308	0
"143"	143	72462	"Ventura"	"Hueneme Elementary"	"KK-08"	8416	391.4200134	12.39900017	71.91210175	1333	645.0999756	5065.911133	12.66989994	43.75	642.9000244	647.2999878	21.5012000201418	0.158388783269962	0.158388783269962	0
"144"	144	62737	"Humboldt"	"Cuddeback Union Elementary"	"KK-08"	149	8.5	19.46310043	59.0603981	30	645.25	5182.428223	10.33300018	0	656.7999878	633.7000122	17.5294117647059	0.201342281879195	0.201342281879195	0
"145"	145	62703	"Humboldt"	"Blue Lake Union Elementary"	"KK-08"	220	13.39000034	19.1303997	52.1739006	48	645.5499878	5960.464355	11.97200012	0	658	633.0999756	16.4301713527813	0.218181818181818	0.218181818181818	0
"146"	146	68205	"San Diego"	"Lemon Grove Elementary"	"KK-08"	4612	232.9700012	17.47610092	65.91500092	601	645.5500488	5124.836426	12.82699966	16.65221214	647.7000122	643.4000244	19.7965402251112	0.13031222896791	0.13031222896791	0
"147"	147	64063	"Lake"	"Upper Lake Union Elementary"	"KK-08"	590	34.33000183	37.4367981	70.65769958	71	645.5999756	5655.133301	10.03999996	3.22033906	644.7999878	646.4000244	17.1861336600459	0.120338983050847	0.120338983050847	0
"148"	148	62984	"Humboldt"	"Peninsula Union Elementary"	"KK-08"	133	7.550000191	25	72.14289856	25	645.75	5811.689941	13.33500004	0	644.2999878	647.2000122	17.615893594088	0.18796992481203	0.18796992481203	0
"149"	149	72512	"Ventura"	"Ocean View Elementary"	"KK-08"	2440	121.2399979	7.275899887	47.0298996	116	645.75	5467.673828	9.854000092	48.52458954	645.5	646	20.125371513224	0.0475409836065574	0.0475409836065574	0
"150"	150	71647	"Tehama"	"Reeds Creek Elementary"	"KK-08"	133	6	11.19400024	35.82089996	0	646	5213.089355	11.42599964	0.751879692	652.5	639.5	22.1666666666667	0	0	0
"151"	151	67280	"Sacramento"	"Arcohe Union Elementary"	"KK-08"	519	26	16.76300049	37.95759964	65	646.2000122	4613.1875	15.13099957	1.92678237	650.9000244	641.5	19.9615384615385	0.1252408477842	0.1252408477842	0
"152"	152	68627	"San Joaquin"	"New Jerusalem Elementary"	"KK-08"	222	11.65999985	7.589300156	40.625	30	646.3499756	4886.983887	14.57800007	13.51351261	643	649.7000122	19.0394513598557	0.135135135135135	0.135135135135135	0
"153"	153	70243	"Siskiyou"	"Dunsmuir Elementary"	"KK-08"	285	18.71999931	26.64229965	76.27739716	36	646.4000244	6455.136719	10.26799965	0	641.5999756	651.2000122	15.2243595355133	0.126315789473684	0.126315789473684	0
"154"	154	71282	"Stanislaus"	"Stanislaus Union Elementary"	"KK-08"	3129	147.9799957	26.16760063	55.7901001	471	646.5	5125.433105	15.59285736	16.71460533	647.7999878	645.2000122	21.1447499048684	0.150527325023969	0.150527325023969	0
"155"	155	62240	"Fresno"	"Kingsburg Joint Union Elementary"	"KK-08"	2019	102.7799988	10.25259972	40.5646019	167	646.5499878	5193.692383	11.23799992	5.943536282	649.0999756	644	19.643899820711	0.0827142149578999	0.0827142149578999	0
"156"	156	66456	"Orange"	"Buena Park Elementary"	"KK-08"	5620	267	10.30949974	55.09389877	316	646.7000122	5002.838867	15.05137539	36.17437744	644	649.4000244	21.0486891385768	0.0562277580071174	0.0562277580071174	0
"157"	157	66746	"Orange"	"Westminster Elementary"	"KK-08"	9775	484.5	13.04300022	62.50389862	1218	646.9000244	5337.625488	15.41317654	44.97186661	645.5999756	648.2000122	20.1754385964912	0.12460358056266	0.12460358056266	0
"158"	158	63933	"Kings"	"Island Union Elementary"	"KK-08"	246	11.5	9.756099701	43.90240097	38	646.9499512	5161.202148	11.08100033	16.66666794	647.7999878	646.0999756	21.3913043478261	0.154471544715447	0.154471544715447	0
"159"	159	72231	"Tulare"	"Tulare City Elementary"	"KK-08"	7210	360.3500061	26.62680054	68.85790253	800	647.0499878	5158.791992	10.09799957	15.18723965	642.5	651.5999756	20.00832490065	0.110957004160888	0.110957004160888	0
"160"	160	68023	"San Diego"	"Chula Vista Elementary"	"KK-06"	21338	1051.579956	13.22719955	45.99499893	2889	647.25	5123.474121	14.29829979	34.33779907	645	649.5	20.2913719287362	0.135392257943575	0.135392257943575	0
"161"	161	69880	"Shasta"	"Black Butte Union Elementary"	"KK-08"	477	27	25.36689949	59.53879929	27	647.2999878	5782.543945	11.80300045	0	650.7999878	643.7999878	17.6666666666667	0.0566037735849057	0.0566037735849057	0
"162"	162	65763	"Merced"	"McSwain Union Elementary"	"KK-08"	727	39.90000153	10.17879963	32.18709946	50	647.5999756	4842.60791	9.972000122	13.06739998	649.4000244	645.7999878	18.2205506797633	0.0687757909215956	0.0687757909215956	0
"163"	163	71381	"Sutter"	"Franklin Elementary"	"KK-08"	374	18.45000076	6.684500217	7.486599922	46	647.5999756	4219.40625	15.4090004	4.278074741	651.5999756	643.5999756	20.2710018750156	0.122994652406417	0.122994652406417	0
"164"	164	68098	"San Diego"	"Escondido Union Elementary"	"KK-08"	18255	903.7600098	11.22169971	58.53310013	2001	648	5081.169922	15.2937994	39.5946312	645	651	20.1989464039682	0.109613804437141	0.109613804437141	0
"165"	165	64485	"Los Angeles"	"East Whittier City Elementary"	"KK-08"	8787	410.9100037	10.02270031	32.48300171	1058	648.2000122	5144.993652	15.53292847	21.66837311	648	648.4000244	21.3842445325699	0.120405143962672	0.120405143962672	0
"166"	166	73544	"Kern"	"Rio Bravo-Greeley Union Elementary"	"KK-08"	797	38	7.026299953	35.75910187	60	648.25	4674.298828	16.29299927	3.262233257	648.7999878	647.7000122	20.9736842105263	0.0752823086574655	0.0752823086574655	0
"167"	167	71407	"Sutter"	"Marcum-Illinois Union Elementary"	"KK-08"	140	7	3.571399927	39.28570175	40	648.3499756	4830.326172	12.875	7.857142925	651.5999756	645.0999756	20	0.285714285714286	0.285714285714286	0
"168"	168	68437	"San Diego"	"Vallecitos Elementary"	"KK-08"	235	13.69999981	6.808499813	67.23400116	51	648.7000122	5621.687988	16.62299919	39.57446671	643.4000244	654	17.1532849094251	0.217021276595745	0.217021276595745	0
"169"	169	67918	"San Bernardino"	"Victor Elementary"	"KK-06"	8294	371.1000061	23.19750023	51.56740189	1295	648.9499512	4948.868164	12.54988289	10.12780285	645.0999756	652.7999878	22.3497705838491	0.156136966481794	0.156136966481794	0
"170"	170	66696	"Orange"	"Savanna Elementary"	"KK-06"	2409	108.6600037	8.151499748	52.12020111	354	649.1500244	5100.975586	14.25857162	27.52179146	646	652.2999878	22.1700710286282	0.146948941469489	0.146948941469489	0
"171"	171	71001	"Sonoma"	"West Side Union Elementary"	"KK-06"	150	8.25	3.225800037	23.22579956	16	649.3000488	5132.788574	18.32600021	14	655.2000122	643.4000244	18.1818181818182	0.106666666666667	0.106666666666667	0
"172"	172	69971	"Shasta"	"Enterprise Elementary"	"KK-08"	3981	210	41.77339935	51.77090073	606	649.5	5358.51709	12.74914265	8.842000008	649.7999878	649.2000122	18.9571428571429	0.152223059532781	0.152223059532781	0
"173"	173	71621	"Tehama"	"Red Bluff Union Elementary"	"KK-08"	2326	117.8000031	17.97509956	52.25230026	345	649.6999512	5149.186523	11.42599964	6.405846596	651.2999878	648.0999756	19.7453305499955	0.148323301805675	0.148323301805675	0
"174"	174	72363	"Tuolumne"	"Jamestown Elementary"	"KK-08"	501	30.5	20.63489914	54.76190186	163	649.8499756	5373.206543	8.829999924	2.395209789	652.5999756	647.0999756	16.4262295081967	0.325349301397206	0.325349301397206	0
"175"	175	70482	"Siskiyou"	"Weed Union Elementary"	"KK-08"	470	28.27000046	31.33049965	89.69960022	48	650.4499512	6485.166016	11.17599964	5.957447052	655.0999756	645.7999878	16.6253976778322	0.102127659574468	0.102127659574468	1
"176"	176	63032	"Humboldt"	"South Bay Union Elementary"	"KK-06"	575	35.09999847	26.43479919	59.13040161	59	650.5499878	5504.025391	14.22799969	8.173913002	654.5999756	646.5	16.3817670958434	0.102608695652174	0.102608695652174	1
"177"	177	61655	"Contra Costa"	"Brentwood Union Elementary"	"KK-08"	3519	175.3000031	5.54129982	29.78120041	789	650.5999756	5105.734375	15.02700043	15.45893669	655.4000244	645.7999878	20.0741582302916	0.224211423699915	0.224211423699915	1
"178"	178	72405	"Tuolumne"	"Summerville Elementary"	"KK-08"	474	26.34000015	21.9958992	54.9897995	61	650.6500244	5634.730957	10.52099991	0	653.5999756	647.7000122	17.9954440888642	0.128691983122363	0.128691983122363	1
"179"	179	66860	"Placer"	"Ophir Elementary"	"KK-08"	223	11.5	1.754400015	17.54389954	60	650.9000244	4980.294434	18.62599945	0	651.7999878	650	19.3913043478261	0.269058295964126	0.269058295964126	1
"180"	180	70821	"Sonoma"	"Montgomery Elementary"	"KK-08"	92	5.599999905	13.54170036	0	22	650.9000244	6113.859863	22.52899933	0	656.0999756	645.7000122	16.4285717072704	0.239130434782609	0.239130434782609	1
"181"	181	70912	"Sonoma"	"Santa Rosa Elementary"	"KK-06"	4971	297.1400146	14.70940018	55.10079956	500	651.1500244	5850	18.29838943	31.82458305	653.2999878	649	16.7294869615316	0.100583383625025	0.100583383625025	1
"182"	182	71266	"Stanislaus"	"Salida Union Elementary"	"KK-08"	2617	107.1949997	8.368200302	32.36970139	226	651.2000122	4547.944824	11.88574982	12.80091667	651.7000122	650.7000122	24.4134521882927	0.0863584256782575	0.0863584256782575	1
"183"	183	70128	"Shasta"	"Shasta Union Elementary"	"KK-08"	242	13.25	28.0991993	51.6529007	32	651.3499756	5011.840332	9.925999641	0	654.4000244	648.2999878	18.2641509433962	0.132231404958678	0.132231404958678	1
"184"	184	62802	"Humboldt"	"Fortuna Union Elementary"	"KK-08"	780	41.15000153	16.5394001	50.76340103	75	651.4000244	5261.370605	14.19699955	3.846153975	662	640.7999878	18.9550418225707	0.0961538461538462	0.0961538461538462	1
"185"	185	72090	"Tulare"	"Rockford  Elementary"	"KK-08"	324	15.39999962	13.0031004	58.20429993	50	651.4500122	4276.115234	9.630000114	2.469135761	647	655.9000244	21.0389615581042	0.154320987654321	0.154320987654321	1
"186"	186	62638	"Glenn"	"Plaza Elementary"	"KK-08"	140	6.75	7.85710001	45.71429825	25	651.8000488	4566.27002	10.63899994	10.71428585	654.2000122	649.4000244	20.7407407407407	0.178571428571429	0.178571428571429	1
"187"	187	70813	"Sonoma"	"Monte Rio Union Elementary"	"KK-08"	181	10	25.4144001	66.85079956	26	651.8499756	6049.495117	14.47500038	0	651.9000244	651.7999878	18.1	0.143646408839779	0.143646408839779	1
"188"	188	64105	"Lassen"	"Janesville Union Elementary"	"KK-08"	516	26	9.259300232	24.81480026	65	651.9000244	4974.28125	13.46700001	1.937984467	656.2999878	647.5	19.8461538461538	0.125968992248062	0.125968992248062	1
"189"	189	63172	"Imperial"	"Magnolia Union Elementary"	"KK-08"	108	5	3.669699907	32.11009979	25	652	4432.478027	9.664999962	4.629629612	648.2000122	655.7999878	21.6	0.231481481481481	0.231481481481481	1
"190"	190	64188	"Lassen"	"Shaffer Union Elementary"	"KK-08"	419	18.67000008	13.95349979	50	58	652.0999756	4924.619141	12.70800018	5.250596523	656.4000244	647.7999878	22.442420900086	0.138424821002387	0.138424821002387	1
"191"	191	66506	"Orange"	"Fullerton Elementary"	"KK-08"	12567	546.0499878	7.623099804	40.3995018	1099	652.0999756	4603.659668	17.82299995	27.54038239	651.5999756	652.5999756	23.0143764870898	0.0874512612397549	0.0874512612397549	1
"192"	192	70649	"Sonoma"	"Cinnabar Elementary"	"KK-06"	287	16.17000008	3.793100119	31.03450012	65	652.2999878	5973.925293	17.15600014	14.98257828	655.0999756	649.5	17.7489176611062	0.226480836236934	0.226480836236934	1
"193"	193	69278	"Santa Barbara"	"Santa Barbara Elementary"	"KK-08"	6201	339.1000061	7.179599762	47.70249939	634	652.3000488	5215.943848	19.58963585	47.87937546	650.9000244	653.7000122	18.2866407798628	0.102241573939687	0.102241573939687	1
"194"	194	63016	"Humboldt"	"Rohnerville Elementary"	"KK-08"	577	29.95000076	20.33609962	46.05039978	134	652.3499756	4882.236816	14.19699955	0	657.2000122	647.5	19.265441915134	0.232235701906412	0.232235701906412	1
"195"	195	71431	"Sutter"	"Pleasant Grove Joint Union Elementary"	"KK-08"	170	7.5	10.58819962	32.35290146	41	652.4000244	4145.835938	11.9119997	1.764706016	660.2999878	644.5	22.6666666666667	0.241176470588235	0.241176470588235	1
"196"	196	73700	"Shasta"	"Mountain Union Elementary"	"KK-08"	164	8.5	33.53659821	65.85369873	36	652.4000244	7542.038086	13.38599968	0	655.2000122	649.5999756	19.2941176470588	0.219512195121951	0.219512195121951	1
"197"	197	63784	"Kern"	"South Fork Union Elementary"	"KK-08"	382	22	29.23830032	59.21379852	75	652.5	5247.018066	11.5539999	0	653.0999756	651.9000244	17.3636363636364	0.196335078534031	0.196335078534031	1
"198"	198	68155	"San Diego"	"Jamul-Dulzura Union Elementary"	"KK-08"	1221	61.59999847	4.34070015	25.3071003	250	652.8499756	5169.814941	19.02599907	7.289107323	656.7999878	648.9000244	19.8214290637465	0.204750204750205	0.204750204750205	1
"199"	199	69765	"Santa Cruz"	"Live Oak Elementary"	"KK-08"	2214	108.3499985	12.8725996	36.44990158	213	653.0999756	5951.005859	16.40699959	17.02800369	656.0999756	650.0999756	20.4337797014367	0.0962059620596206	0.0962059620596206	1
"200"	200	67116	"Riverside"	"Menifee Union Elementary"	"KK-08"	4523	215	5.751900196	29.19869995	409	653.4000244	4746.572266	14.05799961	10.43555164	653.7000122	653.0999756	21.0372093023256	0.0904267079372098	0.0904267079372098	1
"201"	201	63552	"Kern"	"Lakeside Union Elementary"	"KK-08"	793	39.79999924	4.413599968	30.76919937	49	653.5	4944.092285	19.06800079	2.269861221	652.4000244	654.5999756	19.9246234960481	0.0617906683480454	0.0617906683480454	1
"202"	202	69724	"Santa Clara"	"Whisman Elementary"	"KK-08"	1678	88.26999664	5.482699871	38.20019913	254	653.5499878	6306.487305	20.77000046	28.24791336	655.5999756	651.5	19.0098568468689	0.151370679380215	0.151370679380215	1
"203"	203	63180	"Imperial"	"McCabe Union Elementary"	"KK-08"	536	22.5	5.597000122	28.17160034	35	653.5500488	4260.306641	10.26399994	8.768656731	653.4000244	653.7000122	23.8222222222222	0.0652985074626866	0.0652985074626866	1
"204"	204	68551	"San Joaquin"	"Lammersville Elementary"	"KK-08"	307	15.85000038	5.537499905	28.66449928	36	653.6999512	4718.163086	14.57800007	7.491856575	654.0999756	653.2999878	19.3690847091324	0.117263843648208	0.117263843648208	1
"205"	205	71563	"Tehama"	"Lassen View Union Elementary"	"KK-08"	347	17.5	18.44379997	53.60229874	56	653.7999878	4751.299805	10.20199966	9.798271179	655.5	652.0999756	19.8285714285714	0.161383285302594	0.161383285302594	1
"206"	206	62927	"Humboldt"	"Loleta Union Elementary"	"KK-08"	168	11.01000023	29.16670036	63.69049835	30	653.8499756	5653.453613	12.50199986	12.5	655.9000244	651.7999878	15.2588552670721	0.178571428571429	0.178571428571429	1
"207"	207	70045	"Shasta"	"Junction Elementary"	"KK-08"	532	31	10.50660038	29.64349937	81	653.9499512	5920.253418	13.90600014	0	656.5999756	651.2999878	17.1612903225806	0.152255639097744	0.152255639097744	1
"208"	208	64931	"Los Angeles"	"Rosemead Elementary"	"KK-08"	3272	150	24.02199936	76.77259827	374	654.0999756	4825.59082	9.986000061	31.20415497	651.4000244	656.7999878	21.8133333333333	0.114303178484108	0.114303178484108	1
"209"	209	66332	"Nevada"	"Grass Valley Elementary"	"KK-08"	2045	107.2099991	12.12709999	40.92910004	268	654.1999512	5532.582031	13.71199989	1.369193196	657.7999878	650.5999756	19.0747133398679	0.131051344743276	0.131051344743276	1
"210"	210	71829	"Tulare"	"Buena Vista Elementary"	"KK-08"	156	6.050000191	10.42940044	47.85279846	7	654.1999512	3926.06958	10.09799957	9.615385056	659.7999878	648.5999756	25.7851231528994	0.0448717948717949	0.0448717948717949	1
"211"	211	63545	"Kern"	"Kernville Union Elementary"	"KK-08"	1129	61.99000168	34.1894989	62.26750183	164	654.2999878	5805.636719	11.29100037	0	655.0999756	653.5	18.2126144443105	0.145261293179805	0.145261293179805	1
"212"	212	67348	"Sacramento"	"Galt Joint Union Elementary"	"KK-08"	3669	201.9700012	11.35890007	41.05459976	500	654.5999756	4899.239746	13.22500038	24.25728989	652.7000122	656.5	18.1660641590371	0.136276914690651	0.136276914690651	1
"213"	213	67553	"San Benito"	"Southside Elementary"	"KK-08"	157	9.25	1.898699999	10.12660027	19	654.8499756	4884.862305	13.63000011	9.554140091	654.2000122	655.5	16.972972972973	0.121019108280255	0.121019108280255	1
"214"	214	68189	"San Diego"	"Lakeside Union Elementary"	"KK-08"	4928	229.1999969	8.541999817	25.88850021	618	654.8499756	5139.9375	14.62300014	5.92532444	653.5	656.2000122	21.5008728911549	0.125405844155844	0.125405844155844	1
"215"	215	71423	"Sutter"	"Nuestro Elementary"	"KK-08"	103	5	5.825200081	23.3010006	13	654.9000244	5249.364746	8.776000023	0.970873773	662.2000122	647.5999756	20.6	0.12621359223301	0.12621359223301	1
"216"	216	61994	"Fresno"	"Alvina Elementary"	"KK-08"	175	10.30000019	14.85709953	70.28569794	17	655.0499878	5399.070313	10.3380003	18.2857132	650	660.0999756	16.9902909487228	0.0971428571428571	0.0971428571428571	1
"217"	217	61762	"Contra Costa"	"Oakley Union Elementary"	"KK-08"	4153	199.8600006	7.526899815	23.4409008	241	655.0500488	4965.290039	16.32299995	4.984348774	657.4000244	652.7000122	20.7795456195951	0.0580303395136046	0.0580303395136046	1
"218"	218	70268	"Siskiyou"	"Etna Union Elementary"	"KK-06"	280	18.04999924	8.695699692	56.52170181	67	655.0500488	6210.323242	10.65633297	4.285714626	660.4000244	649.7000122	15.5124660271177	0.239285714285714	0.239285714285714	1
"219"	219	68544	"San Joaquin"	"Jefferson Elementary"	"KK-08"	865	43.5	3.084199905	12.57409954	96	655.1999512	4797.503418	14.57800007	3.352601051	660.7999878	649.5999756	19.8850574712644	0.110982658959538	0.110982658959538	1
"220"	220	69377	"Santa Clara"	"Berryessa Union Elementary"	"KK-08"	8735	408.2000122	7.496600151	21.34339905	1120	655.3000488	5397.161621	18.63059998	32.70749664	655.4000244	655.2000122	21.3988234662772	0.128219805380653	0.128219805380653	1
"221"	221	63958	"Kings"	"Kit Carson Union Elementary"	"KK-08"	412	20.10000038	8.73789978	60.92229843	72	655.3499756	5078.5	11.11600018	9.46601963	653	657.7000122	20.4975120502958	0.174757281553398	0.174757281553398	1
"222"	222	71290	"Stanislaus"	"Sylvan Union Elementary"	"KK-08"	6373	329.1199951	12.67850018	36.88999939	624	655.3499756	4733.746582	14.59766674	6.260787487	657.5999756	653.0999756	19.3637581881454	0.0979130707672995	0.0979130707672995	1
"223"	223	68635	"San Joaquin"	"Oak View Union Elementary"	"KK-08"	332	18.79999924	9.036100388	34.03609848	73	655.4000244	4963.060059	15.49300003	13.25301266	653.2000122	657.5999756	17.6595751819828	0.219879518072289	0.219879518072289	1
"224"	224	66787	"Placer"	"Auburn Union Elementary"	"KK-08"	2903	138.1199951	11.12639999	34.44710159	192	655.5499878	5431.177246	16.27199936	3.169135332	662	649.0999756	21.0179561467419	0.066138477437134	0.066138477437134	1
"225"	225	67504	"San Benito"	"North County Joint Union Elementary"	"KK-08"	565	29.64999962	6.725699902	36.6371994	60	655.6999512	5382.088867	13.63000011	16.9911499	651.5999756	659.7999878	19.0556494853675	0.106194690265487	0.106194690265487	1
"226"	226	61945	"El Dorado"	"Pioneer Union Elementary"	"KK-08"	586	26	7.508500099	37.88399887	78	655.7999878	5724.441895	12.39400005	0.853242338	662	649.5999756	22.5384615384615	0.133105802047782	0.133105802047782	1
"227"	227	67645	"San Bernardino"	"Central Elementary"	"KK-08"	5068	240.1000061	7.063899994	34.2344017	626	655.8499756	4843.427246	15.33100033	6.649565697	655.9000244	655.7999878	21.1078711838483	0.123520126282557	0.123520126282557	1
"228"	228	70094	"Shasta"	"Pacheco Union Elementary"	"KK-08"	859	42.84000015	16.4144001	40.1629982	118	656.4000244	5730.349121	12.66600037	0.116414435	654.0999756	658.7000122	20.0513538046755	0.137369033760186	0.137369033760186	1
"229"	229	66316	"Nevada"	"Chicago Park Elementary"	"KK-08"	145	10.21000004	8.275899887	20	20	656.5	5635.786133	13.71199989	0	657.7999878	655.2000122	14.2017629218344	0.137931034482759	0.137931034482759	1
"230"	230	68874	"San Mateo"	"Brisbane Elementary"	"KK-08"	649	35.125	3.852099895	19.5685997	155	656.5500488	5671.657227	17.78033447	6.933744431	658.7000122	654.4000244	18.4768683274021	0.238828967642527	0.238828967642527	1
"231"	231	63883	"Kings"	"Central Union Elementary"	"KK-08"	1789	96	2.962500095	56.00889969	435	656.6500244	7070.633301	10.55666733	9.558412552	655.4000244	657.9000244	18.6354166666667	0.24315259921744	0.24315259921744	1
"232"	232	70011	"Shasta"	"Happy Valley Union Elementary"	"KK-08"	775	37	24.90320015	61.41939926	50	656.7000122	5097.343262	10.52299976	0.90322578	661.5	651.9000244	20.9459459459459	0.0645161290322581	0.0645161290322581	1
"233"	233	61572	"Calaveras"	"Mark Twain Union Elementary"	"KK-08"	777	36.84999847	12.98869991	39.84870148	148	656.8000488	5482.677246	13.24300003	1.158301115	663.4000244	650.2000122	21.085482557959	0.19047619047619	0.19047619047619	1
"234"	234	65458	"Marin"	"San Rafael City Elementary"	"KK-08"	3518	188.1999969	9.770799637	49.42689896	419	656.8000488	5642.832031	22.47299957	40.10801697	656.7000122	656.9000244	18.6928802228902	0.11910176236498	0.11910176236498	1
